iter	R2	RMSE
348	0.8819680182	136464.7478
349	0.8820520988	136416.1335
350	0.8821448969	136362.4587
351	0.8825005638	136156.5437
352	0.8826953365	136043.6471
353	0.8828159792	135973.6717
354	0.8829160362	135915.6091
355	0.8830671372	135827.8788
356	0.8832047257	135747.9446
357	0.8833586321	135658.4745
358	0.8835207815	135564.1487
359	0.8836487526	135489.6588
360	0.8837817872	135412.178
361	0.8838635992	135364.5078
362	0.8839507607	135313.7021
363	0.8840001665	135284.8954
364	0.8841532391	135195.6054
365	0.884209978	135162.4936
366	0.8843287729	135093.1407
367	0.8845410286	134969.1364
368	0.8845835578	134944.2763
369	0.8847938715	134821.2714
370	0.8850603501	134665.2563
371	0.885114452	134633.5593
372	0.8851406664	134618.1981
373	0.88534584	134497.9099
374	0.88538255	134476.3764
375	0.8854565213	134432.9756
376	0.8856829364	134300.0447
377	0.8857972069	134232.9053
378	0.8858805027	134183.9438
379	0.8859718204	134130.2465
380	0.8860515274	134083.359
381	0.8861199613	134043.0898
382	0.8861572764	134021.127
383	0.8862462573	133968.7406
384	0.8862900423	133942.955
385	0.8864010851	133877.5385
386	0.8865286724	133802.3358
387	0.8866101149	133754.3098
388	0.8867415536	133676.765
389	0.8868243709	133627.8823
390	0.8869840891	133533.5583
391	0.8870916567	133469.9951
392	0.8871434893	133439.3557
393	0.887223284	133392.1735
394	0.887547734	133200.1558
395	0.8876278079	133152.7234
396	0.8877388062	133086.9448
397	0.8877950877	133053.5794
398	0.8879997277	132932.1921
399	0.8881049957	132869.7066
400	0.8881128343	132865.0525
401	0.8882622829	132776.2884
402	0.8885848776	132584.4826
403	0.8886186308	132564.3978
404	0.8887194036	132504.4151
405	0.8889119791	132389.7134
406	0.889042863	132311.6996
407	0.8890799381	132289.5925
408	0.8891457729	132250.3276
409	0.8893828967	132108.8062
410	0.8894682998	132057.7983
411	0.8897007296	131918.8774
412	0.889806125	131855.8354
413	0.8899888831	131746.4477
414	0.8900680506	131699.0347
415	0.8901214815	131667.0256
416	0.890218059	131609.1486
417	0.8904975192	131441.5302
418	0.8905832625	131390.059
419	0.8907104395	131313.6783
420	0.8908459759	131232.2282
421	0.8909499673	131169.7006
422	0.8911639544	131040.9413
423	0.8913781294	130911.9422
424	0.8915231962	130824.4951
425	0.8917857711	130666.0647
426	0.891918282	130586.0384
427	0.8920679749	130495.5764
428	0.8921165702	130466.1959
429	0.8921609428	130439.3627
430	0.8922861465	130363.6191
431	0.8923615364	130317.9898
432	0.8925538444	130201.524
433	0.8926689992	130131.7339
434	0.8927560524	130078.9501
435	0.8928291906	130034.587
436	0.8928881879	129998.7901
437	0.8929176319	129980.9212
438	0.8931725482	129826.1151
439	0.8932385759	129785.9876
440	0.8932585394	129773.8526
441	0.8933295819	129730.6595
442	0.8934625583	129649.7725
443	0.8935035252	129624.843
444	0.893524617	129612.0061
445	0.8937779779	129457.7067
446	0.8938098724	129438.2696
447	0.8939813014	129333.7475
448	0.8941130297	129253.3739
449	0.8943094302	129133.4479
450	0.8944364604	129055.8213
451	0.8945243497	129002.086
452	0.8946045311	128953.0437
453	0.8947781553	128846.7839
454	0.8949388975	128748.3299
455	0.8950514193	128679.3659
456	0.8950988956	128650.2568
457	0.8951996683	128588.4483
458	0.89532604	128510.8968
459	0.8954040907	128462.9755
460	0.8954814698	128415.4488
461	0.8955501967	128373.2217
462	0.8956254154	128326.9898
463	0.8956834007	128291.3388
464	0.895792955	128223.9547
465	0.8959990073	128097.1211
466	0.8961076057	128030.2239
467	0.8961984581	127974.2313
468	0.8962682787	127931.184
469	0.8963298431	127893.2151
470	0.8963880657	127857.2967
471	0.8965226924	127774.2049
472	0.8966340235	127705.4504
473	0.896661055	127688.751
474	0.8966881419	127672.0152
475	0.8967391576	127640.4889
476	0.8967771392	127617.0122
477	0.8968210936	127589.8384
478	0.8968593623	127566.1749
479	0.8969566793	127505.979
480	0.8970006859	127478.7492
481	0.8971216875	127403.8474
482	0.8972645496	127315.3569
483	0.8973140594	127284.6756
484	0.8973391224	127269.1412
485	0.8973962474	127233.7272
486	0.8974685801	127188.8712
487	0.8975185403	127157.88
488	0.8976325597	127087.1233
489	0.8978064272	126979.1509
490	0.897902406	126919.5083
491	0.8980104307	126852.3468
492	0.8980529873	126825.8785
493	0.8981172288	126785.9128
494	0.8982632315	126695.0352
495	0.8982989263	126672.8075
496	0.8984687549	126566.9991
497	0.8985191537	126535.5821
498	0.8985503347	126516.141
499	0.8986389412	126460.879
500	0.8987150112	126413.4166
501	0.8988002058	126360.2399
502	0.8988984237	126298.9065
503	0.8990091525	126229.7248
504	0.8990350258	126213.5541
505	0.8992151156	126100.9412
506	0.8992642393	126070.206
507	0.8993070789	126043.3964
508	0.8995651158	125881.7926
509	0.8996346783	125838.1913
510	0.899685993	125806.018
511	0.8999550565	125637.1855
512	0.9000753237	125561.6465
513	0.9002326073	125462.7892
514	0.9003803567	125369.8535
515	0.9004980313	125295.7857
516	0.9005182475	125283.0567
517	0.9005353755	125272.2711
518	0.900687776	125176.2627
519	0.900846523	125076.1778
520	0.9009740285	124995.7316
521	0.9010617525	124940.3545
522	0.9011801514	124865.5744
523	0.9012610943	124814.4255
524	0.901320393	124776.9405
525	0.9013621105	124750.5626
526	0.901407117	124722.0987
527	0.9015425159	124636.4281
528	0.9016324015	124579.5224
529	0.9016443338	124571.9662
530	0.9016797103	124549.5612
531	0.9017647713	124495.673
532	0.9018536252	124439.3571
533	0.9018950772	124413.0759
534	0.9020283704	124328.5283
535	0.9020654756	124304.9824
536	0.9021860797	124228.4194
537	0.9022849101	124165.6439
538	0.9023900905	124098.8001
539	0.9024373992	124068.7229
540	0.9024992433	124029.3936
541	0.9025294382	124010.1868
542	0.9026827078	123912.6472
543	0.9028070592	123833.4546
544	0.9028597632	123799.875
545	0.9028793217	123787.4112
546	0.9030183645	123698.7694
547	0.9030366224	123687.125
548	0.9031956932	123585.6274
549	0.9033108435	123512.102
550	0.9034803178	123403.8101
551	0.9035031498	123389.2135
552	0.9035573403	123354.5623
553	0.9035901089	123333.6042
554	0.9037698868	123218.559
555	0.9038351222	123176.7863
556	0.904042821	123043.6946
557	0.9041061422	123003.0902
558	0.9041340088	122985.2167
559	0.9042272189	122925.4132
560	0.9042464201	122913.0901
561	0.9042961425	122881.1731
562	0.9044184818	122802.6078
563	0.9044389397	122789.465
564	0.904469553	122769.7954
565	0.9044906907	122756.2122
566	0.9045070202	122745.7178
567	0.9045538397	122715.6235
568	0.904586801	122694.4323
569	0.9046607341	122646.8869
570	0.9047769243	122572.129
571	0.9047987862	122558.0578
572	0.9048784488	122506.7699
573	0.905033672	122406.7734
574	0.9051599642	122325.3541
575	0.9052214775	122285.6776
576	0.9053012491	122234.2051
577	0.9054433118	122142.4856
578	0.9055512557	122072.7481
579	0.905561586	122066.072
580	0.9055948391	122044.5796
581	0.9056253998	122024.8239
582	0.9057934243	121916.149
583	0.9058620961	121871.7056
584	0.9059281137	121828.9646
585	0.9059941152	121786.2191
586	0.9060354745	121759.4253
587	0.9061001777	121717.4968
588	0.9062628889	121611.994
589	0.906353672	121553.09
590	0.9063834499	121533.7626
591	0.9065183958	121446.137
592	0.9066309582	121372.9976
593	0.9067145789	121318.635
594	0.9067871046	121271.4657
595	0.90681475	121253.4808
596	0.9068540819	121227.8885
597	0.9068992374	121198.5004
598	0.9070007259	121132.4236
599	0.9070225415	121118.2153
600	0.9071081604	121062.4362
601	0.9072154166	120992.5244
602	0.9072860602	120946.4555
603	0.9073497913	120904.8794
604	0.9073784679	120886.167
605	0.9074348419	120849.3728
606	0.907454495	120836.5429
607	0.9075714576	120760.1599
608	0.9077373167	120651.7617
609	0.9079078925	120540.1792
610	0.9079569632	120508.0605
611	0.9081358766	120390.8816
612	0.9083415112	120256.0607
613	0.9084105733	120210.7475
614	0.9084441714	120188.6967
615	0.9085503461	120118.9868
616	0.9086297034	120066.8576
617	0.9087277402	120002.4268
618	0.9087987516	119955.7357
619	0.9088427185	119926.8177
620	0.9088947311	119892.5989
621	0.9090120896	119815.3533
622	0.909073269	119775.0652
623	0.9090990683	119758.0717
624	0.9091575442	119719.5457
625	0.9091833973	119702.5089
626	0.9092346948	119668.6973
627	0.9093052989	119622.1446
628	0.909510582	119486.6884
629	0.9096428959	119399.2995
630	0.9096637717	119385.5059
631	0.9097742091	119312.5083
632	0.9098080055	119290.1604
633	0.9098423176	119267.4673
634	0.909898471	119230.3195
635	0.9099556973	119192.45
636	0.9100061645	119159.0434
637	0.9100982702	119098.0501
638	0.9101481481	119065.0074
639	0.9101633557	119054.9311
640	0.9102439182	119001.5368
641	0.9103629368	118922.6113
642	0.9104789831	118845.6063
643	0.9105037362	118829.1744
644	0.910587023	118773.8693
645	0.9106839136	118709.4984
646	0.9107671774	118654.1527
647	0.9108379487	118607.0906
648	0.9108718136	118584.5642
649	0.9110036943	118496.7984
650	0.9110721458	118451.2188
651	0.9111133569	118423.7692
652	0.9112171069	118354.6359
653	0.911260888	118325.4504
654	0.9113661592	118255.2449
655	0.9113977699	118234.1555
656	0.9114670388	118187.9289
657	0.9115393872	118139.628
658	0.9117671001	117987.4741
659	0.9117804681	117978.5357
660	0.9118555253	117928.337
661	0.9118699781	117918.6684
662	0.9119762942	117847.521
663	0.9120242389	117815.4221
664	0.9120672024	117786.6506
665	0.9121555187	117727.4856
666	0.9122001141	117697.5988
667	0.9122354596	117673.9058
668	0.9123347992	117607.2901
669	0.912388086	117571.5412
670	0.912463572	117520.8808
671	0.9125657469	117452.2739
672	0.9126721611	117380.778
673	0.9126934316	117366.4819
674	0.9128093254	117288.5578
675	0.9129179263	117215.4902
676	0.9130235924	117144.3535
677	0.9131006378	117092.4577
678	0.9131200309	117079.3914
679	0.9132275819	117006.901
680	0.9132795931	116971.829
681	0.9133397171	116931.2732
682	0.9133983932	116891.6805
683	0.9135239249	116806.9307
684	0.9135715194	116774.7823
685	0.913652377	116720.1456
686	0.9136826572	116699.6782
687	0.9137688819	116641.3764
688	0.9138622124	116578.2371
689	0.913878946	116566.913
690	0.9139122399	116544.3787
691	0.9139515005	116517.8005
692	0.913999988	116484.9676
693	0.9140317646	116463.4452
694	0.9140982383	116418.4097
695	0.9141537828	116380.7653
696	0.9142108899	116342.0491
697	0.9143945496	116217.4483
698	0.9144507216	116179.3126
699	0.9145208003	116131.718
700	0.914527357	116127.264
701	0.9146384183	116051.7928
702	0.9147616346	115968.0043
703	0.9148034045	115939.5866
704	0.9148421769	115913.2019
705	0.9149562226	115835.5588
706	0.915000604	115805.3296
707	0.9150374039	115780.2584
708	0.9150693242	115758.5071
709	0.9151471169	115705.4801
710	0.9151614714	115695.6928
711	0.9151851304	115679.5596
712	0.9151953923	115672.5613
713	0.9153144408	115591.3423
714	0.9153603915	115559.9779
715	0.9154744415	115482.0944
716	0.9155146288	115454.6384
717	0.9156338372	115373.1567
718	0.9156732928	115346.1752
719	0.9157482812	115294.8774
720	0.9157889118	115267.0735
721	0.9158256069	115241.9569
722	0.9159372744	115165.4903
723	0.9159718939	115141.7736
724	0.9160358205	115097.9667
725	0.9160579637	115082.7887
726	0.9161591051	115013.4365
727	0.9162481358	114952.3538
728	0.9162895	114923.9634
729	0.9163426556	114887.4697
730	0.9163679776	114870.0808
731	0.9164609748	114806.1964
732	0.9164971212	114781.3561
733	0.9165247329	114762.3772
734	0.9166122993	114702.168
735	0.9166781408	114656.8756
736	0.9167839831	114584.0292
737	0.9168833771	114515.5786
738	0.9169659119	114458.7075
739	0.9170251589	114417.8656
740	0.9170739935	114384.1904
741	0.9171339616	114342.8244
742	0.9171572901	114326.7284
743	0.917181978	114309.6919
744	0.9171937353	114301.5776
745	0.9172016159	114296.1384
746	0.9173297266	114207.6812
747	0.9173612217	114185.9241
748	0.9175288158	114070.0791
749	0.9176831119	113963.3217
750	0.9177067901	113946.9299
751	0.9177596355	113910.338
752	0.9178398086	113854.8009
753	0.9178456591	113850.7472
754	0.9179225169	113797.4793
755	0.9179426623	113783.5131
756	0.9179705622	113764.1679
757	0.9181064028	113669.9323
758	0.9182070702	113600.0466
759	0.918247537	113571.9415
760	0.9182637587	113560.6732
761	0.9183100387	113528.519
762	0.9183470279	113502.8132
763	0.9184006364	113465.5475
764	0.9184789291	113411.1006
765	0.9185100611	113389.4433
766	0.9185283696	113376.7049
767	0.9186902816	113263.9898
768	0.9187103179	113250.0337
769	0.9187594928	113215.7741
770	0.9187926602	113192.6609
771	0.9188575608	113147.4203
772	0.9189108608	113110.2526
773	0.9189938285	113052.3725
774	0.9190934978	112982.8017
775	0.9192362633	112883.0745
776	0.9193840207	112779.7673
777	0.919484492	112709.4669
778	0.9196187905	112615.429
779	0.9196540082	112590.756
780	0.9197059461	112554.3592
781	0.9198009488	112487.7532
782	0.9198969799	112420.3861
783	0.9199637856	112373.4971
784	0.9199984028	112349.1927
785	0.9200238993	112331.2884
786	0.920070611	112298.4789
787	0.9201393323	112250.1928
788	0.9202375247	112181.1631
789	0.9202755003	112154.4548
790	0.9203157556	112126.1361
791	0.9203959726	112069.684
792	0.9204335879	112043.2027
793	0.9205410626	111967.5057
794	0.9205903935	111932.7437
795	0.9206728561	111874.6105
796	0.9206841907	111866.6176
797	0.920716664	111843.7152
798	0.9207744408	111802.9554
799	0.9208691755	111736.0907
800	0.9210215738	111628.4424
801	0.9211283643	111552.9478
802	0.9212172792	111490.0512
803	0.9213248282	111413.9258
804	0.9213530734	111393.9246
805	0.9213590079	111389.7217
806	0.9213803169	111374.6293
807	0.9213872771	111369.6992
808	0.9213943407	111364.6956
809	0.9214446212	111329.0725
810	0.9214794801	111304.3686
811	0.9216381261	111191.8698
812	0.9216916088	111153.9186
813	0.9217759252	111094.0616
814	0.9218130702	111067.6817
815	0.9218450014	111044.9996
816	0.9218750495	111023.651
817	0.9219877779	110943.5226
818	0.9220494237	110899.6798
819	0.922071587	110883.9129
820	0.9220982181	110864.9647
821	0.9222161461	110781.019
822	0.9222867904	110730.7012
823	0.9222992909	110721.7951
824	0.9223090363	110714.8514
825	0.9223201952	110706.9
826	0.9223971529	110652.0475
827	0.9225661264	110531.5142
828	0.9226426705	110476.87
829	0.9227245857	110418.3615
830	0.9227525133	110398.4069
831	0.9228170392	110352.2886
832	0.9228591495	110322.1809
833	0.9228952747	110296.3458
834	0.922987146	110230.6164
835	0.9230120577	110212.7866
836	0.923038023	110194.1996
837	0.9230605243	110178.0898
838	0.9231035987	110147.2439
839	0.9231823888	110090.7996
840	0.9232351679	110052.9731
841	0.9232919477	110012.2646
842	0.9233348128	109981.5225
843	0.9233924862	109940.1465
844	0.9233970969	109936.838
845	0.9234619122	109890.3182
846	0.9235794173	109805.9313
847	0.923649497	109755.5723
848	0.923664828	109744.5524
849	0.9236877406	109728.0807
850	0.923734999	109694.0995
851	0.9237565751	109678.5816
852	0.9238266304	109628.1817
853	0.9238825929	109587.9039
854	0.923948932	109540.1385
855	0.9239680543	109526.3663
856	0.9240250134	109485.3329
857	0.9240768655	109447.9653
858	0.9241225808	109415.0095
859	0.9241798133	109373.7372
860	0.9242018422	109357.8472
861	0.924210326	109351.7271
862	0.9242583152	109317.1014
863	0.9243070544	109281.9234
864	0.9243132702	109277.4363
865	0.9243514432	109249.8755
866	0.9243965021	109217.3341
867	0.9244855756	109152.9771
868	0.9245937568	109074.7633
869	0.9246383433	109042.5115
870	0.9246854659	109008.4148
871	0.9247180235	108984.8507
872	0.9247441861	108965.9114
873	0.9247897857	108932.8936
874	0.9248325243	108901.9384
875	0.9248689248	108875.5668
876	0.9249763073	108797.7328
877	0.9250090486	108773.9898
878	0.9250382574	108752.8042
879	0.9250503674	108744.0194
880	0.9250618833	108735.6649
881	0.9251355498	108682.2065
882	0.9251466973	108674.1146
883	0.9251723072	108655.5224
884	0.9252384749	108607.4716
885	0.9252992368	108563.3276
886	0.925303505	108560.2261
887	0.9253431627	108531.4039
888	0.9253842528	108501.5328
889	0.9254126987	108480.8487
890	0.9254508335	108453.1132
891	0.9254713477	108438.1903
892	0.9255032269	108414.9959
893	0.9255720758	108364.8865
894	0.9256183747	108331.1764
895	0.9257000131	108271.71
896	0.9257283338	108251.0732
897	0.9257647996	108224.4954
898	0.9258116927	108190.3083
899	0.9258517021	108161.1311
900	0.9259160284	108114.2041
901	0.9259707437	108074.2724
902	0.9259915915	108059.0536
903	0.9260289271	108031.7935
904	0.9260779939	107995.9575
905	0.9261073085	107974.5419
906	0.9261512393	107942.4405
907	0.9261709173	107928.0582
908	0.926176268	107924.1471
909	0.9262033512	107904.3486
910	0.9262169931	107894.3747
911	0.9262390795	107878.2248
912	0.9262850694	107844.5885
913	0.9263909002	107767.1457
914	0.9264379802	107732.6766
915	0.9264932559	107692.1929
916	0.9265083766	107681.1159
917	0.9266112876	107605.6961
918	0.9266474601	107579.174
919	0.926662499	107568.1454
920	0.9266799135	107555.3732
921	0.926723718	107523.2393
922	0.9267497188	107504.1613
923	0.9267795263	107482.2859
924	0.926803493	107464.6937
925	0.9268429596	107435.7181
926	0.9268529117	107428.4102
927	0.9268988938	107394.6388
928	0.927002791	107318.2927
929	0.9270534875	107281.0199
930	0.9270880653	107255.5905
931	0.9271212576	107231.1743
932	0.9271618248	107201.3256
933	0.9271918295	107179.2433
934	0.9272209392	107157.8153
935	0.9272320478	107149.637
936	0.9272608613	107128.4211
937	0.9273043265	107096.4091
938	0.9273924408	107031.4837
939	0.927459622	106981.956
940	0.927520344	106937.1705
941	0.9275417301	106921.3927
942	0.9276017643	106877.0895
